site;plot;treatment;transect;subplot;position_m;species;height_cm;girth_cm;diameter_cm;notes
Sandviksås;Ö;thinned;Ö25;3;65;Betula pendula;52;;;
Sandviksås;Ö;thinned;Ö25;3;65;Betula pendula;55;;;
Sandviksås;Ö;thinned;Ö25;3;65;Betula pendula;47;;;
Sandviksås;Ö;thinned;Ö25;4;81;Quercus sp.;105;;;between an exclosure and smaller spruces and birches, under a spruce, ground covered in moss, blueberry
Sandviksås;Ö;thinned;Ö25;4;81;Quercus sp.;78;;;
Sandviksås;Ö;thinned;Ö25;4;81;Betula pendula;85;;;
Sandviksås;Ö;thinned;Ö25;4;81;Betula pendula;101;;;
Sandviksås;Ö;thinned;Ö25;4;81;Quercus sp.;227;4;1,27324062;browsed on several points
Sandviksås;Ö;thinned;Ö25;4;81;Quercus sp.;44;;;
Sandviksås;Ö;thinned;Ö25;4;81;Quercus sp.;73;;;
Sandviksås;Ö;thinned;Ö25;4;81;Sorbus aucuparia;20;;;
Sandviksås;Ö;thinned;Ö25;4;81;Sorbus aucuparia;41;;;
Sandviksås;Ö;thinned;Ö25;4;81;Sorbus aucuparia;32;;;
Sandviksås;Ö;thinned;Ö25;4;81;Sorbus aucuparia;27;;;
Sandviksås;Ö;thinned;Ö25;4;81;Sorbus aucuparia;37;;;
Sandviksås;Ö;thinned;Ö25;4;81;Sorbus aucuparia;30;;;
Sandviksås;Ö;thinned;Ö25;4;81;Betula pendula;85;;;
Sandviksås;Ö;thinned;Ö25;4;81;Betula pendula;47;;;
Sandviksås;Ö;thinned;Ö25;4;81;Betula pendula;56;;;
Sandviksås;Ö;thinned;Ö25;4;81;Betula pendula;48;;;
Sandviksås;Ö;thinned;Ö25;4;81;Betula pendula;>130;4;1,27324062;
Sandviksås;Ö;thinned;Ö25;4;81;Sorbus aucuparia;25;;;
Sandviksås;Ö;thinned;Ö45;1;1;Sorbus aucuparia;15;;;oak and a rock in the beginning of the plot, understory mostly litter
Sandviksås;Ö;thinned;Ö45;1;1;Quercus sp.;33;;;almost all oaks browsed
Sandviksås;Ö;thinned;Ö45;1;1;Quercus sp.;20;;;
Sandviksås;Ö;thinned;Ö45;1;1;Quercus sp.;30;;;
Sandviksås;Ö;thinned;Ö45;1;1;Quercus sp.;31;;;
Sandviksås;Ö;thinned;Ö45;1;1;Quercus sp.;15;;;
Sandviksås;Ö;thinned;Ö45;1;1;Quercus sp.;41;;;
Sandviksås;Ö;thinned;Ö45;1;1;Sorbus aucuparia;53;;;
Sandviksås;Ö;thinned;Ö45;1;1;Sorbus aucuparia;49;;;
Sandviksås;Ö;thinned;Ö45;1;1;Quercus sp.;45;;;
Sandviksås;Ö;thinned;Ö45;1;1;Quercus sp.;15;;;
Sandviksås;Ö;thinned;Ö45;1;1;Quercus sp.;26;;;
Sandviksås;Ö;thinned;Ö45;1;1;Quercus sp.;23;;;
Sandviksås;Ö;thinned;Ö45;1;1;Quercus sp.;21;;;
Sandviksås;Ö;thinned;Ö45;1;1;Quercus sp.;31;;;
Sandviksås;Ö;thinned;Ö45;1;1;Quercus sp.;39;;;
Sandviksås;Ö;thinned;Ö45;1;1;Quercus sp.;50;;;
Sandviksås;Ö;thinned;Ö45;1;1;Quercus sp.;35;;;
Sandviksås;Ö;thinned;Ö45;1;1;Quercus sp.;14;;;
Sandviksås;Ö;thinned;Ö45;1;1;Quercus sp.;11;;;
Sandviksås;Ö;thinned;Ö45;1;1;Quercus sp.;13;;;
Sandviksås;Ö;thinned;Ö45;1;1;Picea abies;95;;;
Sandviksås;Ö;thinned;Ö45;1;1;Sorbus aucuparia;66;;;
Sandviksås;Ö;thinned;Ö45;1;1;Quercus sp.;40;;;browsed
Sandviksås;Ö;thinned;Ö45;1;1;Quercus sp.;38;;;browsed
Sandviksås;Ö;thinned;Ö45;1;1;Quercus sp.;26;;;browsed
Sandviksås;Ö;thinned;Ö45;1;1;Quercus sp.;29;;;browsed
Sandviksås;Ö;thinned;Ö45;1;1;Quercus sp.;42;;;browsed
Sandviksås;Ö;thinned;Ö45;1;1;Quercus sp.;12;;;browsed
Sandviksås;Ö;thinned;Ö45;1;1;Quercus sp.;34;;;browsed
Sandviksås;Ö;thinned;Ö45;1;1;Quercus sp.;32;;;browsed
Sandviksås;Ö;thinned;Ö45;1;1;Quercus sp.;25;;;browsed
Sandviksås;Ö;thinned;Ö45;1;1;Quercus sp.;25;;;browsed
Sandviksås;Ö;thinned;Ö45;1;1;Quercus sp.;33;;;browsed
Sandviksås;Ö;thinned;Ö45;1;1;Quercus sp.;45;;;browsed
Sandviksås;Ö;thinned;Ö45;1;1;Quercus sp.;40;;;browsed
Sandviksås;Ö;thinned;Ö45;1;1;Quercus sp.;21;;;browsed
Sandviksås;Ö;thinned;Ö45;1;1;Sorbus aucuparia;31;;;browsed
Sandviksås;Ö;thinned;Ö45;1;1;Quercus sp.;26;;;browsed
Sandviksås;Ö;thinned;Ö45;1;1;Quercus sp.;20;;;browsed
Sandviksås;Ö;thinned;Ö45;2;43;Betula pendula;40;;;kuopassa, slope, open, wet, puddle in the end, understory moss and blueberry
Sandviksås;Ö;thinned;Ö45;2;43;Betula pendula;54;;;
Sandviksås;Ö;thinned;Ö45;2;43;Betula pendula;44;;;
Sandviksås;Ö;thinned;Ö45;2;43;Betula pendula;46;;;
Sandviksås;Ö;thinned;Ö45;2;43;Picea abies;66;;;
Sandviksås;Ö;thinned;Ö45;2;43;Picea abies;77;;;
Sandviksås;Ö;thinned;Ö45;2;43;Picea abies;38;;;
Sandviksås;Ö;thinned;Ö45;2;43;Picea abies;25;;;
Sandviksås;Ö;thinned;Ö45;2;43;Betula pendula;91;;;
Sandviksås;Ö;thinned;Ö45;2;43;Betula pendula;62;;;
Sandviksås;Ö;thinned;Ö45;2;43;Betula pendula;50;;;
Sandviksås;Ö;thinned;Ö45;2;43;Betula pendula;67;;;
Sandviksås;Ö;thinned;Ö45;2;43;Betula pendula;54;;;
Sandviksås;Ö;thinned;Ö45;2;43;Betula pendula;40;;;
Sandviksås;Ö;thinned;Ö45;2;43;Betula pendula;18;;;
Sandviksås;Ö;thinned;Ö45;2;43;Picea abies;47;;;
Sandviksås;Ö;thinned;Ö45;2;43;Betula sp.;74;;;
Sandviksås;Ö;thinned;Ö45;2;43;Populus tremula;95;;;
Sandviksås;Ö;thinned;Ö45;2;43;Picea abies;57;;;
Sandviksås;Ö;thinned;Ö45;2;43;Picea abies;53;;;
Sandviksås;Ö;thinned;Ö45;2;43;Picea abies;42;;;
Sandviksås;Ö;thinned;Ö45;2;43;Picea abies;69;;;
Sandviksås;Ö;thinned;Ö45;2;43;Picea abies;39;;;
Sandviksås;Ö;thinned;Ö45;2;43;Picea abies;26;;;
Sandviksås;Ö;thinned;Ö45;2;43;Betula pendula;140;0,5;0,159155078;
Sandviksås;Ö;thinned;Ö45;2;43;Picea abies;58;;;
Sandviksås;Ö;thinned;Ö45;2;43;Picea abies;16;;;
Sandviksås;Ö;thinned;Ö45;2;43;Picea abies;32;;;
Sandviksås;Ö;thinned;Ö45;2;43;Betula pendula;92;;;
Sandviksås;Ö;thinned;Ö45;2;43;Betula pendula;77;;;
Sandviksås;Ö;thinned;Ö45;2;43;Betula pendula;141;0,5;0,159155078;
Sandviksås;Ö;thinned;Ö45;2;43;Betula pendula;101;;;
Sandviksås;Ö;thinned;Ö45;2;43;Populus tremula;74;;;
Sandviksås;Ö;thinned;Ö45;2;43;Populus tremula;62;;;
Sandviksås;Ö;thinned;Ö45;3;61;Quercus sp.;54;;;lowest point? very wet, puddles, mosses, grasses
Sandviksås;Ö;thinned;Ö45;3;61;Quercus sp.;46;;;
Sandviksås;Ö;thinned;Ö45;3;61;Betula pendula;148;0,5;0,159155078;
Sandviksås;Ö;thinned;Ö45;4;76;Picea abies;133;2;0,63662031;under a half fallen oak and a smaller spruce, understory mostly litter 
Sandviksås;Ö;thinned;Ö45;4;76;Picea abies;104;;;
Sandviksås;Ö;thinned;Ö45;4;76;Picea abies;73;;;
Sandviksås;Ö;thinned;Ö45;4;76;Picea abies;52;;;
Sandviksås;Ö;thinned;Ö45;4;76;Populus tremula;9;;;inaturalist
Sandviksås;Ö;thinned;Ö45;4;76;Populus tremula;4;;;
Sandviksås;Ö;thinned;Ö45;4;76;Unknown sp.;11;;;see inaturalist sp2
Sandviksås;Ö;thinned;Ö45;4;76;Quercus sp.;47;;;
Sandviksås;Ö;thinned;Ö45;4;76;Populus tremula;6;;;
Sandviksås;Ö;thinned;Ö45;4;76;Populus tremula;7;;;
Sandviksås;Ö;thinned;Ö45;4;76;Populus tremula;10;;;
Sandviksås;Ö;thinned;Ö45;4;76;Populus tremula;4;;;
Sandviksås;Ö;thinned;Ö45;4;76;Populus tremula;22;;;
Sandviksås;Ö;thinned;Ö45;4;76;Quercus sp.;27;;;
Sandviksås;Ö;thinned;Ö45;4;76;Betula pendula;18;;;
Sandviksås;Ö;thinned;Ö45;4;76;Betula pendula;26;;;
Sandviksås;Ö;thinned;Ö45;4;76;Betula pendula;57;;;
Sandviksås;Ö;thinned;Ö45;4;76;Betula pendula;140;0,5;0,159155078;
Sandviksås;Ö;thinned;Ö45;4;76;Betula pendula;225;2;0,63662031;approximate height
Skölvene;V;control;V35;1;16;Quercus sp.;11;;;mostly litter, some vascular plants
Skölvene;V;control;V35;1;16;Quercus sp.;17;;;young oak seedlings, not browsed or just a little
Skölvene;V;control;V35;1;16;Quercus sp.;8;;;
Skölvene;V;control;V35;1;16;Quercus sp.;7;;;
Skölvene;V;control;V35;1;16;Quercus sp.;9;;;
Skölvene;V;control;V35;1;16;Quercus sp.;10;;;
Skölvene;V;control;V35;1;16;Quercus sp.;7;;;
Skölvene;V;control;V35;1;16;Quercus sp.;8;;;
Skölvene;V;control;V35;1;16;Corylus avellana;77;;;
Skölvene;V;control;V35;1;16;Corylus avellana;192;2;0,63662031;
Skölvene;V;control;V35;1;16;Corylus avellana;186;2;0,63662031;
Skölvene;V;control;V35;1;16;Quercus sp.;7;;;
Skölvene;V;control;V35;1;16;Quercus sp.;10;;;
Skölvene;V;control;V35;1;16;Sorbus aucuparia;10;;;
Skölvene;V;control;V35;2;28;Unknown sp.;8;;;see inaturalist, understory litter, a couple of vascular plants
Skölvene;V;control;V35;2;28;Corylus avellana;>130;10;3,18310155;
Skölvene;V;control;V35;2;28;Corylus avellana;>130;9;2,864791395;
Skölvene;V;control;V35;2;28;Corylus avellana;>130;2;0,63662031;
Skölvene;V;control;V35;2;28;Quercus sp.;17;;;
Skölvene;V;control;V35;2;28;Corylus avellana;165;1;0,318310155;
Skölvene;V;control;V35;2;28;Corylus avellana;>130;14;4,456342171;
Skölvene;V;control;V35;2;28;Quercus sp.;10;;;not browsed
Skölvene;V;control;V35;3;58;0;;;;"a fallen tree in the subplot, understory litter, branches, under a large oak, a few hazels ""growing within the plot"" but they were branches of two bent hazels and were therefore not recorded"
Skölvene;V;control;V35;4;89;Prunus padus;49;;;understory litter, quite a lot of vascular plants, some mossy rocks, a wetter part, some alnus glutinosa around
Skölvene;V;control;V35;4;89;Prunus padus;38;;;inaturalist
Skölvene;V;control;V35;4;89;Corylus avellana;28;;;
Skölvene;V;control;V35;4;89;Corylus avellana;44;;;
Skölvene;V;control;V35;4;89;Quercus sp.;9;;;
Skölvene;V;control;V35;4;89;Corylus avellana;64;;;
Skölvene;V;control;V35;4;89;Corylus avellana;>130;3;0,954930465;
Skölvene;V;control;V35;4;89;Corylus avellana;>130;4;1,27324062;
Skölvene;V;control;V35;4;89;Prunus padus;18;;;
Skölvene;V;control;V35;4;89;Prunus padus;20;;;
Skölvene;V;control;V35;4;89;Prunus padus;21;;;
Skölvene;V;control;V35;4;89;Prunus padus;30;;;
Skölvene;V;control;V35;4;89;Fraxinus excelsior;39;;;
Skölvene;V;control;V35;4;89;Quercus sp.;26;;;stubbskott, räknas ej?
Skölvene;V;control;V35;4;89;Quercus sp.;14;;;stubbskott, räknas ej?
Skölvene;V;control;V35;4;89;Quercus sp.;8;;;stubbskott, räknas ej?
Skölvene;V;control;V35;4;89;Quercus sp.;5;;;stubbskott, räknas ej?
Skölvene;V;control;V55;1;6;Quercus sp.;12;;;browsed
Skölvene;V;control;V55;1;6;Quercus sp.;4;;;mostly litter, some grass, blueberry, harsyra
Skölvene;V;control;V55;1;6;Sorbus aucuparia;15;;;
Skölvene;V;control;V55;1;6;Quercus sp.;11;;;
Skölvene;V;control;V55;2;41;Corylus avellana;14;;;a dead tree in the subplot, understory litter, mossy rocks, grasses, ferns, harsyra, blueberry
Skölvene;V;control;V55;2;41;Sorbus aucuparia;21;;;
Skölvene;V;control;V55;3;57;Sorbus aucuparia;18;;;under/between two oaks, understory mostly litter, some mosses, blueberry, harsyra, 
Skölvene;V;control;V55;3;57;Sorbus aucuparia;9;;;
Skölvene;V;control;V55;3;57;Sorbus aucuparia;12;;;
Skölvene;V;control;V55;3;57;Sorbus aucuparia;12;;;
Skölvene;V;control;V55;3;57;Sorbus aucuparia;14;;;
Skölvene;V;control;V55;3;57;Quercus sp.;15;;;
Skölvene;V;control;V55;3;57;Sorbus aucuparia;12;;;
Skölvene;V;control;V55;3;57;Sorbus aucuparia;30;;;
Skölvene;V;control;V55;3;57;Quercus sp.;8;;;
Skölvene;V;control;V55;3;57;Sorbus aucuparia;14;;;
Skölvene;V;control;V55;3;57;Sorbus aucuparia;12;;;
Skölvene;V;control;V55;3;57;Sorbus aucuparia;29;;;
Skölvene;V;control;V55;4;88;Quercus sp.;6;;;some litter, blueberry, harsyra, ferns, grasses, mosses. oak not browsed
Skölvene;V;control;V55;4;88;Quercus sp.;10;;;not browsed
Skölvene;Ö;thinned;Ö35;1;20;Frangula alnus;18;;;mostly litter, some grasses, blueberry, hazel on the right partly within the subplot, some boar marks
Skölvene;Ö;thinned;Ö35;1;20;Quercus sp.;13;;;not browsed
Skölvene;Ö;thinned;Ö35;1;20;Quercus sp.;13;;;browsed
Skölvene;Ö;thinned;Ö35;1;20;Corylus avellana;14;;;
Skölvene;Ö;thinned;Ö35;1;20;Corylus avellana;14;;;
Skölvene;Ö;thinned;Ö35;1;20;Corylus avellana;>130;11;3,501411706;
Skölvene;Ö;thinned;Ö35;1;20;Corylus avellana;>130;9;2,864791395;
Skölvene;Ö;thinned;Ö35;1;20;Corylus avellana;>130;10;3,18310155;
Skölvene;Ö;thinned;Ö35;1;20;Quercus sp.;16;;;browsed
Skölvene;Ö;thinned;Ö35;1;20;Quercus sp.;14;;;browsed
Skölvene;Ö;thinned;Ö35;1;20;Quercus sp.;14;;;browsed
Skölvene;Ö;thinned;Ö35;1;20;Quercus sp.;12;;;browsed
Skölvene;Ö;thinned;Ö35;1;20;Sorbus aucuparia;21;;;browsed
Skölvene;Ö;thinned;Ö35;1;20;Corylus avellana;9;;;browsed
Skölvene;Ö;thinned;Ö35;1;20;Quercus sp.;11;;;browsed
Skölvene;Ö;thinned;Ö35;1;20;Quercus sp.;10;;;not browsed
Skölvene;Ö;thinned;Ö35;1;20;Quercus sp.;11;;;browsed
Skölvene;Ö;thinned;Ö35;1;20;Sorbus aucuparia;18;;;browsed
Skölvene;Ö;thinned;Ö35;1;20;Sorbus aucuparia;12;;;browsed
Skölvene;Ö;thinned;Ö35;1;20;Quercus sp.;8;;;browsed
Skölvene;Ö;thinned;Ö35;1;20;Quercus sp.;12;;;not browsed
Skölvene;Ö;thinned;Ö35;2;41;Quercus sp.;24;;;browsed, a lot of vegetation, grass, ferns, mosses, blueberry, 
Skölvene;Ö;thinned;Ö35;2;41;Quercus sp.;44;;;browsed
Skölvene;Ö;thinned;Ö35;2;41;Betula pendula;41;;;
Skölvene;Ö;thinned;Ö35;2;41;Quercus sp.;23;;;browsed
Skölvene;Ö;thinned;Ö35;2;41;Quercus sp.;29;;;browsed
Skölvene;Ö;thinned;Ö35;2;41;Quercus sp.;12;;;browsed
Skölvene;Ö;thinned;Ö35;2;41;Quercus sp.;13;;;browsed
Skölvene;Ö;thinned;Ö35;2;41;Quercus sp.;9;;;browsed
Skölvene;Ö;thinned;Ö35;2;41;Quercus sp.;9;;;browsed
Skölvene;Ö;thinned;Ö35;2;41;Corylus avellana;151;1;0,318310155;
Skölvene;Ö;thinned;Ö35;2;41;Corylus avellana;78;;;
Skölvene;Ö;thinned;Ö35;2;41;Corylus avellana;>130;6;1,90986093;
Skölvene;Ö;thinned;Ö35;2;41;Corylus avellana;>130;6;1,90986093;
Skölvene;Ö;thinned;Ö35;2;41;Corylus avellana;>130;4;1,27324062;
Skölvene;Ö;thinned;Ö35;2;41;Corylus avellana;>130;2;0,63662031;
Skölvene;Ö;thinned;Ö35;2;41;Corylus avellana;>130;7;2,228171085;
Skölvene;Ö;thinned;Ö35;2;41;Corylus avellana;>130;8;2,54648124;
Skölvene;Ö;thinned;Ö35;2;41;Corylus avellana;45;;;
Skölvene;Ö;thinned;Ö35;2;41;Corylus avellana;71;;;
Skölvene;Ö;thinned;Ö35;2;41;Quercus sp.;14;;;
Skölvene;Ö;thinned;Ö35;2;41;Quercus sp.;6;;;
Skölvene;Ö;thinned;Ö35;2;41;Quercus sp.;18;;;
Skölvene;Ö;thinned;Ö35;3;62;Sorbus aucuparia;55;;;browsed, subplot between/under two alnus glutinosa, moist/wet ground, grasses, mosses, hallon eller björnbär, ferns, blåbär, harsyra
Skölvene;Ö;thinned;Ö35;3;62;Prunus padus;38;;;
Skölvene;Ö;thinned;Ö35;3;62;Fraxinus excelsior;66;;;
Skölvene;Ö;thinned;Ö35;3;62;Quercus sp.;20;;;not browsed ?
Skölvene;Ö;thinned;Ö35;3;62;Quercus sp.;12;;;not browsed ?
Skölvene;Ö;thinned;Ö35;3;62;Quercus sp.;19;;;not browsed ?
Skölvene;Ö;thinned;Ö35;3;62;Quercus sp.;15;;;not browsed ?
Skölvene;Ö;thinned;Ö35;3;62;Quercus sp.;21;;;browsed
Skölvene;Ö;thinned;Ö35;3;62;Quercus sp.;14;;;browsed
Skölvene;Ö;thinned;Ö35;3;62;Corylus avellana;26;;;
Skölvene;Ö;thinned;Ö35;3;62;Sorbus aucuparia;59;;;browsed
Skölvene;Ö;thinned;Ö35;3;62;Sorbus aucuparia;37;;;browsed
Skölvene;Ö;thinned;Ö35;3;62;Sorbus aucuparia;36;;;browsed
Skölvene;Ö;thinned;Ö35;3;62;Quercus sp.;22;;;browsed
Skölvene;Ö;thinned;Ö35;3;62;Alnus glutinosa;84;;;stubbskott, räknas ej?
Skölvene;Ö;thinned;Ö35;3;62;Alnus glutinosa;73;;;stubbskott, räknas ej?
Skölvene;Ö;thinned;Ö35;3;62;Alnus glutinosa;12;;;stubbskott, räknas ej?
Skölvene;Ö;thinned;Ö35;4;95;Corylus avellana;95;;;mostly litter, a little gras and harsyra
Skölvene;Ö;thinned;Ö35;4;95;Corylus avellana;>130;6;1,90986093;
Skölvene;Ö;thinned;Ö35;4;95;Corylus avellana;>130;6;1,90986093;
Skölvene;Ö;thinned;Ö35;4;95;Corylus avellana;>130;2;0,63662031;
Skölvene;Ö;thinned;Ö35;4;95;Corylus avellana;8;;;
Skölvene;Ö;thinned;Ö55;1;5;Sorbus aucuparia;17;;;a large dead oak in the subplot, understory mostly litter, some moss, blueberry, harsyra, grass
Skölvene;Ö;thinned;Ö55;1;5;Sorbus aucuparia;8;;;
Skölvene;Ö;thinned;Ö55;1;5;Quercus sp.;9;;;
Skölvene;Ö;thinned;Ö55;1;5;Quercus sp.;11;;;browsed 
Skölvene;Ö;thinned;Ö55;1;5;Sorbus aucuparia;10;;;
Skölvene;Ö;thinned;Ö55;1;5;Quercus sp.;14;;;browsed
Skölvene;Ö;thinned;Ö55;1;5;Corylus avellana;14;;;
Skölvene;Ö;thinned;Ö55;1;5;Quercus sp.;11;;;browsed
Skölvene;Ö;thinned;Ö55;1;5;Quercus sp.;9;;;browsed
Skölvene;Ö;thinned;Ö55;1;5;Quercus sp.;10;;;
Skölvene;Ö;thinned;Ö55;2;36;Frangula alnus;10;;;mostly litter, some mossy rocks, grass, blueberry, harsyra
Skölvene;Ö;thinned;Ö55;2;36;Sorbus aucuparia;22;;;
Skölvene;Ö;thinned;Ö55;2;36;Quercus sp.;15;;;browsed
Skölvene;Ö;thinned;Ö55;2;36;Quercus sp.;18;;;browsed
Skölvene;Ö;thinned;Ö55;2;36;Populus tremula;12;;;browsed
Skölvene;Ö;thinned;Ö55;2;36;Populus tremula;20;;;browsed
Skölvene;Ö;thinned;Ö55;2;36;Quercus sp.;10;;;browsed
Skölvene;Ö;thinned;Ö55;2;36;Populus tremula;4;;;
Skölvene;Ö;thinned;Ö55;2;36;Corylus avellana;33;;;
Skölvene;Ö;thinned;Ö55;2;36;Quercus sp.;17;;;browsed
Skölvene;Ö;thinned;Ö55;2;36;Sorbus aucuparia;11;;;
Skölvene;Ö;thinned;Ö55;2;36;Frangula alnus;>130;6;1,90986093;
Skölvene;Ö;thinned;Ö55;2;36;Frangula alnus;11;;;
Skölvene;Ö;thinned;Ö55;2;36;Frangula alnus;15;;;
Skölvene;Ö;thinned;Ö55;2;36;Frangula alnus;15;;;
Skölvene;Ö;thinned;Ö55;2;36;Frangula alnus;8;;;
Skölvene;Ö;thinned;Ö55;2;36;Sorbus aucuparia;6;;;
Skölvene;Ö;thinned;Ö55;3;70;Quercus sp.;8;;;under an oak and hazels, understory mostly litter, a few ferns, grasses, blueberry, dry ground
Skölvene;Ö;thinned;Ö55;3;70;Quercus sp.;4;;;both browsed
Skölvene;Ö;thinned;Ö55;3;70;Sorbus aucuparia;13;;;
Skölvene;Ö;thinned;Ö55;3;70;Quercus sp.;9;;;browsed
Skölvene;Ö;thinned;Ö55;3;70;Quercus sp.;10;;;browsed
Skölvene;Ö;thinned;Ö55;3;70;Quercus sp.;8;;;browsed
Skölvene;Ö;thinned;Ö55;3;70;Quercus sp.;11;;;not browsed?
Skölvene;Ö;thinned;Ö55;3;70;Quercus sp.;8;;;not browsed?
Skölvene;Ö;thinned;Ö55;3;70;Quercus sp.;6;;;not browsed?
Skölvene;Ö;thinned;Ö55;3;70;Quercus sp.;10;;;not browsed?
Skölvene;Ö;thinned;Ö55;3;70;Quercus sp.;12;;;not browsed?
Skölvene;Ö;thinned;Ö55;3;70;Quercus sp.;11;;;not browsed?
Skölvene;Ö;thinned;Ö55;3;70;Quercus sp.;13;;;browsed
Skölvene;Ö;thinned;Ö55;3;70;Quercus sp.;12;;;browsed
Skölvene;Ö;thinned;Ö55;3;70;Quercus sp.;15;;;browsed
Skölvene;Ö;thinned;Ö55;3;70;Quercus sp.;13;;;
Skölvene;Ö;thinned;Ö55;3;70;Sorbus aucuparia;12;;;
Skölvene;Ö;thinned;Ö55;3;70;Quercus sp.;9;;;
Skölvene;Ö;thinned;Ö55;3;70;Quercus sp.;9;;;
Skölvene;Ö;thinned;Ö55;3;70;Quercus sp.;14;;;browsed
Skölvene;Ö;thinned;Ö55;3;70;Quercus sp.;9;;;browsed
Skölvene;Ö;thinned;Ö55;3;70;Quercus sp.;10;;;browsed
Skölvene;Ö;thinned;Ö55;3;70;Quercus sp.;6;;;
Skölvene;Ö;thinned;Ö55;3;70;Quercus sp.;15;;;
Skölvene;Ö;thinned;Ö55;3;70;Quercus sp.;10;;;
Skölvene;Ö;thinned;Ö55;3;70;Quercus sp.;12;;;
Skölvene;Ö;thinned;Ö55;4;82;Quercus sp.;8;;;not browsed, under hazels and a birch, an oak a few meters to the right, understory mostly litter, a few ferns and mossy stones, birch roots in the end part
Skölvene;Ö;thinned;Ö55;4;82;Quercus sp.;10;;;browsed
Skölvene;Ö;thinned;Ö55;4;82;Quercus sp.;6;;;browsed
Skölvene;Ö;thinned;Ö55;4;82;Quercus sp.;10;;;browsed
Skölvene;Ö;thinned;Ö55;4;82;Quercus sp.;4;;;browsed
Skölvene;Ö;thinned;Ö55;4;82;Quercus sp.;5;;;browsed
Skölvene;Ö;thinned;Ö55;4;82;Quercus sp.;13;;;browsed
Skölvene;Ö;thinned;Ö55;4;82;Corylus avellana;18;;;
Skölvene;Ö;thinned;Ö55;4;82;Quercus sp.;11;;;browsed
Skölvene;Ö;thinned;Ö55;4;82;Quercus sp.;9;;;
Skölvene;Ö;thinned;Ö55;4;82;Quercus sp.;18;;;
Skölvene;Ö;thinned;Ö55;4;82;Quercus sp.;64;;;
Skölvene;Ö;thinned;Ö55;4;82;Quercus sp.;30;;;
Karla;SO;thinned;SO35;1;9;Populus tremula;>130;3;0,954930465;
Karla;SO;thinned;SO35;1;9;Quercus sp.;54;;;ekar betade 
Karla;SO;thinned;SO35;1;9;Quercus sp.;53;;;litter, blåbär, stenbär
Karla;SO;thinned;SO35;1;9;Quercus sp.;21;;;
Karla;SO;thinned;SO35;1;9;Quercus sp.;57;;;
Karla;SO;thinned;SO35;1;9;Quercus sp.;21;;;
Karla;SO;thinned;SO35;1;9;Quercus sp.;28;;;
Karla;SO;thinned;SO35;1;9;Quercus sp.;74;;;
Karla;SO;thinned;SO35;1;9;Quercus sp.;24;;;
Karla;SO;thinned;SO35;1;9;Quercus sp.;28;;;
Karla;SO;thinned;SO35;1;9;Quercus sp.;40;;;
Karla;SO;thinned;SO35;1;9;Quercus sp.;44;;;
Karla;SO;thinned;SO35;1;9;Quercus sp.;52;;;
Karla;SO;thinned;SO35;1;9;Quercus sp.;12;;;
Karla;SO;thinned;SO35;1;9;Frangula alnus;>130;3;0,954930465;
Karla;SO;thinned;SO35;1;9;Frangula alnus;>130;7;2,228171085;
Karla;SO;thinned;SO35;1;9;Frangula alnus;141;1;0,318310155;
Karla;SO;thinned;SO35;1;9;Quercus sp.;45;;;
Karla;SO;thinned;SO35;1;9;Frangula alnus;>130;10;3,18310155;
Karla;SO;thinned;SO35;1;9;Sorbus aucuparia;>130;9;2,864791395;
Karla;SO;thinned;SO35;1;9;Frangula alnus;>130;3;0,954930465;
Karla;SO;thinned;SO35;1;9;Frangula alnus;164;1;0,318310155;
Karla;SO;thinned;SO35;1;9;Frangula alnus;140;0,5;0,159155078;
Karla;SO;thinned;SO35;1;9;Frangula alnus;27;;;
Karla;SO;thinned;SO35;1;9;Frangula alnus;60;;;
Karla;SO;thinned;SO35;1;9;Frangula alnus;34;;;
Karla;SO;thinned;SO35;1;9;Frangula alnus;29;;;
Karla;SO;thinned;SO35;1;9;Quercus sp.;48;;;
Karla;SO;thinned;SO35;1;9;Quercus sp.;14;;;
Karla;SO;thinned;SO35;1;9;Quercus sp.;52;;;
Karla;SO;thinned;SO35;1;9;Quercus sp.;25;;;
Karla;SO;thinned;SO35;1;9;Quercus sp.;12;;;
Karla;SO;thinned;SO35;1;9;Frangula alnus;21;;;
Karla;SO;thinned;SO35;1;9;Frangula alnus;33;;;
Karla;SO;thinned;SO35;1;9;Frangula alnus;26;;;
Karla;SO;thinned;SO35;1;9;Frangula alnus;15;;;
Karla;SO;thinned;SO35;1;9;Quercus sp.;10;;;
Karla;SO;thinned;SO35;1;9;Quercus sp.;8;;;
Karla;SO;thinned;SO35;1;9;Populus tremula;7;;;
Karla;SO;thinned;SO35;1;9;Frangula alnus;>130;3;0,954930465;
Karla;SO;thinned;SO35;1;9;Frangula alnus;>130;2;0,63662031;
Karla;SO;thinned;SO35;1;9;Frangula alnus;>130;2;0,63662031;
Karla;SO;thinned;SO35;1;9;Quercus sp.;10;;;
Karla;SO;thinned;SO35;1;9;Quercus sp.;10;;;
Karla;SO;thinned;SO35;1;9;Quercus sp.;6;;;
Karla;SO;thinned;SO35;1;9;Quercus sp.;8;;;
Karla;SO;thinned;SO35;1;9;Quercus sp.;8;;;
Karla;SO;thinned;SO35;1;9;Populus tremula;31;;;
Karla;SO;thinned;SO35;1;9;Populus tremula;11;;;
Karla;SO;thinned;SO35;1;9;Quercus sp.;15;;;
